Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
"Storm Breaking (The Mage Storms, Book 3)","The Western lands try to devise a new system of magic in place of the ancient forces that once threatened them, in order to fend off an assault by the Eastern Empire",['Mercedes Lackey'],http://books.google.com/books/content?id=rvBgmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=rvBgmAEACAAJ&dq=Storm+Breaking+(The+Mage+Storms,+Book+3)&hl=&cd=1&source=gbs_api",Daw Books,1997,"http://books.google.com/books?id=rvBgmAEACAAJ&dq=Storm+Breaking+(The+Mage+Storms,+Book+3)&hl=&source=gbs_api",['Fiction'],6.0
"Storm Rising (Mage Storms, No 2)","The invasion plans of the powerful, sorcerous Eastern Empire force Valdemar into an uneasy coalition with its traditional enemy, Karse, but the combined forces of the two kingdoms may not be enough to stop the coming holocaust",['Mercedes Lackey'],http://books.google.com/books/content?id=zxQRDQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=zxQRDQEACAAJ&dq=Storm+Rising+(Mage+Storms,+No+2)&hl=&cd=1&source=gbs_api",Daw Books,1996,"http://books.google.com/books?id=zxQRDQEACAAJ&dq=Storm+Rising+(Mage+Storms,+No+2)&hl=&source=gbs_api",['Fiction'],7.0
Storm Warning,"When Amy and Dan learn the truth about the Madrigals and Grace Cahill's alternate will, these discoveries lead to the revelation of a secret about their family and a showdown with the man in black who has been following them.",['Linda Sue Park'],http://books.google.com/books/content?id=9ZkayAwxua4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=9ZkayAwxua4C&pg=PA175&dq=Storm+Warning&hl=&cd=1&source=gbs_api,Scholastic Inc.,2010,http://books.google.nl/books?id=9ZkayAwxua4C&dq=Storm+Warning&hl=&source=gbs_api,['Juvenile Fiction'],24.0
"Storm Warning (The Mage Storms, Book 1)","With her phenomenal Mage Winds trilogy, bestselling author Mercedes Lackey captivated fans across the country. Now in the first volume of the series sequel, she continues the same storyline, returning readers to a war-torn Valdemar in preparation to confront an ancient Eastern Empire--ruled by a monarch whose magical tactics by be beyond any sorcery known to the western kingdoms.",['Mercedes Lackey'],http://books.google.com/books/content?id=ejwIW6vyozQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=ejwIW6vyozQC&printsec=frontcover&dq=Storm+Warning+(The+Mage+Storms,+Book+1)&hl=&cd=1&source=gbs_api",Penguin,1995-09-01,https://play.google.com/store/books/details?id=ejwIW6vyozQC&source=gbs_api,['Fiction'],8.0
"Stormy, Misty's foal","A foal, born in the aftermath of a great storm, and her famous mother, help raise money to repair the storm damage on Chincoteague Island and restore the herds of wild ponies on Assateague Island.",['Marguerite Henry'],http://books.google.com/books/content?id=jTnmBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=jTnmBwAAQBAJ&printsec=frontcover&dq=Stormy,+Misty%27s+foal&hl=&cd=1&source=gbs_api",Simon and Schuster,2015-04-14,"http://books.google.com/books?id=jTnmBwAAQBAJ&dq=Stormy,+Misty%27s+foal&hl=&source=gbs_api",['Juvenile Fiction'],3.0
Story and Discourse: Narrative Structure in Fiction and Film,"""For the specialist in the study of narrative structure, this is a solid and very perceptive exploration of the issues salient to the telling of a story—whatever the medium. Chatman, whose approach here is at once dualist and structuralist, divides his subject into the 'what' of the narrative (Story) and the 'way' (Discourse)... Chatman's command of his material is impressive.""—Library Journal",['Seymour Chatman'],http://books.google.com/books/content?id=PmjxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=PmjxDwAAQBAJ&printsec=frontcover&dq=Story+and+Discourse:+Narrative+Structure+in+Fiction+and+Film&hl=&cd=1&source=gbs_api,Cornell University Press,2019-06-30,http://books.google.com/books?id=PmjxDwAAQBAJ&dq=Story+and+Discourse:+Narrative+Structure+in+Fiction+and+Film&hl=&source=gbs_api,['Literary Criticism'],2.0
"Story of an African, The",,['Olive Schreiner'],http://books.google.com/books/content?id=TY4nAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=TY4nAAAAMAAJ&printsec=frontcover&dq=Story+of+an+African,+The&hl=&cd=1&source=gbs_api",,1890,https://play.google.com/store/books/details?id=TY4nAAAAMAAJ&source=gbs_api,"['Africa, Southern']",1.0
Story of O,"Erotische everseller uit de wereldliteratuur, het enige échte antwoord op Fifty Shades of Grey. Pauline Réage was met de publicatie van het controversiële Het verhaal van O haar tijd ver vooruit. Het boek, over een jonge vrouw die zich volledig onderwerpt aan haar man en tot sm wordt gedwongen, is een absolute klassieker. Tegelijkertijd sluit het perfect aan op de erotische hausse in de literatuur.",['Pauline Reage'],http://books.google.com/books/content?id=JiBFGS_vKFAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=JiBFGS_vKFAC&pg=PP1&dq=Story+of+O&hl=&cd=1&source=gbs_api,Overamstel Uitgevers,2013-01-16,http://books.google.nl/books?id=JiBFGS_vKFAC&dq=Story+of+O&hl=&source=gbs_api,['Fiction'],
Storyteller's Start-Up Book,"Offers tips for beginning storytellers on getting started, collecting stories, networking with other storytellers, and deciding on a performance style",['Margaret Read MacDonald'],http://books.google.com/books/content?id=w3WJ2tQTEu8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=w3WJ2tQTEu8C&printsec=frontcover&dq=Storyteller%27s+Start-Up+Book&hl=&cd=1&source=gbs_api,august house,1993,http://books.google.com/books?id=w3WJ2tQTEu8C&dq=Storyteller%27s+Start-Up+Book&hl=&source=gbs_api,['Language Arts & Disciplines'],1.0
Straight and Crooked Thinking (Hardback),"This new edition of a timeless classic demonstrates how the use of clear, rational thinking and logic can win any argument, however emotionally charged the topic in question. It describes the typical flaws of reasoning in argument and shows how language can be used to deceive - and how to avoid being deceived. It will show you how, by learning what is 'straight', rational language, and clear thought, you can disentangle emotionally charged rhetoric and hold your own in any argument or debate, no matter how challenging. Although written nearly 80 years ago, this book proves that certain principles remain timeless; it has shown many thousands over the decades how to cope with media spin and distorted reasoning - and now it will do the same for you.","['Robert Henry Thouless', 'C. R. Thouless']",http://books.google.com/books/content?id=gpX8QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=gpX8QgAACAAJ&dq=Straight+and+Crooked+Thinking+(Hardback)&hl=&cd=1&source=gbs_api,Hodder & Stoughton,2011,http://books.google.com/books?id=gpX8QgAACAAJ&dq=Straight+and+Crooked+Thinking+(Hardback)&hl=&source=gbs_api,['Language Arts & Disciplines'],1.0
Strandloper (Harvill Panther S.),"Over the next thirty-two years, William becomes Murrangurk in reality - the law-giver and healer of the People, a highly initiated, powerful and holy man - brought from the dead for a quest that only he can achieve. When he does, at last, return to England, it is neither as William Buckley nor as Murrangurk, but as ""Strandloper"". And in a magnificent and redemptive climax, the Dreaming of the Aborigines and the ancient magic of England are fused as one.",['Alan Garner'],http://books.google.com/books/content?id=21UDj1KFU94C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=21UDj1KFU94C&dq=Strandloper+(Harvill+Panther+S.)&hl=&cd=1&source=gbs_api,Random House,1997,http://books.google.nl/books?id=21UDj1KFU94C&dq=Strandloper+(Harvill+Panther+S.)&hl=&source=gbs_api,['Fiction'],1.0
Strange Affair: A Novel of Suspense (Inspector Banks Mysteries),"Inspector Alan Banks heads to London after receiving a disturbing call from his estranged brother, while back in Eastvale, detective Annie Cabbot's investigation of a young woman's death uncovers a connection to someone close to Annie.",['Peter Robinson'],http://books.google.com/books/content?id=roB-kmtyVOYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=roB-kmtyVOYC&printsec=frontcover&dq=Strange+Affair:+A+Novel+of+Suspense+(Inspector+Banks+Mysteries)&hl=&cd=1&source=gbs_api,Harper Collins,2005-02-15,http://books.google.com/books?id=roB-kmtyVOYC&dq=Strange+Affair:+A+Novel+of+Suspense+(Inspector+Banks+Mysteries)&hl=&source=gbs_api,['Fiction'],14.0
Strange but True,"Now a Major Motion Picture starring Amy Ryan, Greg Kinnear, and Blythe Danner. “Sinister and complex.... You’ll race right through it.”—New York Times After a mysterious fall from his New York City apartment, Philip Chase has moved back home with his mother, Charlene, a bitter woman who has never fully accepted the death of her younger son, Ronnie, five years earlier. Surrounded by memories of the family he no longer has, and trying to forget the reasons he left New York, Philip is in stasis. But everything changes late one windy February night when Ronnie's high school girlfriend shows up on their doorstep. A sad young woman who still bears the scars of the accident that took Ronnie's life, Melissa is nine months pregnant. The father, she claims, is Ronnie. Now Philip and his mother must confront not only Melissa's past but also their own: the secrets each has buried and the lies each has told. But not everyone wants the past exposed…. At once a moving story of redemption and a heart-stopping work of suspense, Strange but True “will hold you transfixed” (Salon.com).",['John Searles'],http://books.google.com/books/content?id=8M6ck-eVBlQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=8M6ck-eVBlQC&printsec=frontcover&dq=Strange+but+True&hl=&cd=1&source=gbs_api,Harper Collins,2011-12-06,https://play.google.com/store/books/details?id=8M6ck-eVBlQC&source=gbs_api,['Fiction'],4.0
Strange Fits of Passion: A Novel,"""Thrilling""* with an ingenious structure, Strange Fits of Passion powerful portrait of truth, deception, and a troubled marriage from acclaimed novelist Anita Shreve. *The New Yorker Everyone believes that Maureen and Harrold English, two successful New York City journalists, have a happy, stable marriage. It's the early '70s, and no one discusses or even suspects domestic abuse. But after Maureen suffers another brutal beating, she flees with her infant daughter to a coastal town in Maine. The weeks pass slowly, and just as Maureen settles into her new life and new identity, Harrold reappears, bringing the story to a violent, unforgettable climax. Nearly nineteen years later, a cache of documents regarding Maureen English is given to her daughter by a journalist. The truth should lie within them, but the papers raise far more questions than they answer...",['Anita Shreve'],http://books.google.com/books/content?id=nB-Yrc4d02EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=nB-Yrc4d02EC&printsec=frontcover&dq=Strange+Fits+of+Passion:+A+Novel&hl=&cd=1&source=gbs_api,HarperCollins,1999-11-11,https://play.google.com/store/books/details?id=nB-Yrc4d02EC&source=gbs_api,['Fiction'],8.0
